'TYPE','PERSONS','CHILDREN','INCOME','REGION','EDUCATION'
1,3,1,37660,3,40
1,2,0,24236,3,39
1,2,0,35946,3,39
1,3,1,49220,3,40
3,4,2,33365,3,40
1,4,2,54550,3,43
1,5,3,30874,3,39
3,2,0,10456,3,37
1,3,1,4000,3,39
1,3,1,9400,3,39
1,3,1,14800,3,39
1,3,0,46438,3,37
3,4,3,2652,3,33
1,4,0,44500,3,32
1,3,1,8468,3,42
1,4,2,25500,3,39
1,2,0,36020,3,39
3,2,0,8282,3,36
1,2,0,53500,3,43
1,2,0,29193,3,40
1,4,2,34100,3,39
1,5,2,31730,3,39
2,2,0,18200,3,40
1,2,0,26000,3,43
1,4,2,23786,3,39
1,4,2,25180,3,39
1,2,0,20422,3,33
1,3,1,25000,3,43
1,2,0,8667,3,35
3,3,0,17273,3,35
1,3,0,51957,3,40
1,2,0,11250,3,42
1,3,1,24335,3,39
1,2,0,15900,3,39
1,3,1,51560,3,44
1,2,0,34800,3,39
3,4,3,4560,3,37
1,5,2,44480,3,39
1,2,0,41984,3,39
1,2,0,25000,3,40
1,3,0,48485,3,39
1,2,0,44410,3,39
1,9,7,8750,3,31
2,2,0,15744,3,33
1,4,2,82250,3,43
1,2,0,21410,3,42
1,5,3,57052,3,39
1,3,1,93620,3,43
1,2,0,19747,3,43
3,2,0,38847,3,43
1,4,1,103657,3,40
1,4,2,73000,3,40
1,2,0,25000,3,39
1,4,2,8670,3,35
2,2,1,38000,3,38
1,2,0,73227,3,40
3,3,0,61023,3,39
3,2,1,39350,3,40
1,6,4,20976,3,38
1,2,0,25684,3,37
1,3,1,66188,3,38
1,3,0,77999,3,40
1,2,0,66423,3,41
1,3,1,41090,3,39
1,2,0,37979,3,39
1,3,0,20164,3,37
1,3,1,20670,3,35
1,4,2,17314,3,40
1,2,0,38927,3,44
1,4,2,34000,3,39
1,2,0,45830,3,40
1,4,1,45210,3,46
1,4,2,77235,3,43
1,3,1,29000,3,35
1,2,0,12345,3,33
1,5,3,47700,3,40
1,2,0,42336,3,39
1,3,1,26168,3,39
1,3,0,27000,3,39
1,8,0,6686,3,33
3,2,1,1800,3,35
1,2,0,25917,3,39
3,2,1,9700,3,33
1,3,0,36266,3,39
1,2,0,19300,3,39
1,3,1,28500,3,39
1,2,0,34500,3,37
3,2,0,26867,3,39
1,2,0,11223,3,39
1,4,2,17000,3,39
1,2,0,19252,3,37
1,3,0,11076,3,34
1,5,3,26020,3,39
1,3,1,41600,3,39
1,2,0,14472,3,31
1,2,0,26500,3,39
1,2,0,25576,3,39
1,3,0,32724,3,37
1,2,0,24240,3,39
1,2,0,27204,3,33
1,4,2,34800,3,44
1,3,1,39900,3,40
1,5,3,22000,3,40
1,2,0,27429,3,39
1,2,0,10600,3,36
3,3,2,27060,3,39
1,3,1,27510,3,40
1,4,2,46000,3,40
1,4,2,71550,3,39
1,2,0,12418,3,40
1,2,0,98573,3,40
1,5,3,31300,3,40
1,5,3,81100,3,46
1,2,0,15923,3,40
1,3,0,28927,3,36
1,2,0,10520,3,39
2,2,1,12000,3,36
3,3,2,0,3,35
1,2,0,34022,3,39
1,2,0,6000,3,39
1,2,0,13269,3,40
3,4,2,18630,3,39
1,2,0,16727,3,41
3,6,1,57300,3,40
1,3,0,24965,3,43
1,3,1,78024,3,44
1,4,1,45700,3,43
1,2,0,64170,3,43
1,2,0,4900,3,35
3,2,1,2260,3,39
2,2,1,510,3,39
1,8,3,15993,3,39
1,2,0,9588,3,32
3,5,4,1680,3,39
3,4,3,3245,3,36
1,4,2,115379,3,43
1,4,0,73594,3,43
1,2,0,17716,3,39
3,5,0,35117,3,34
1,4,2,31092,3,39
1,2,0,19786,3,39
1,4,2,42606,3,40
1,3,0,28014,3,36
1,2,0,46000,3,39
1,2,0,35276,3,39
3,5,0,28230,3,33
1,2,0,26060,3,39
1,2,0,23800,3,39
1,2,0,61850,3,43
1,3,1,15597,3,39
1,7,5,36359,3,40
3,3,2,15550,3,40
2,2,0,13379,3,40
1,2,0,18392,3,34
1,5,3,9040,3,35
1,4,2,39000,3,39
1,4,2,40600,4,43
1,4,2,25507,4,39
1,4,2,96706,4,39
1,4,0,39700,4,34
1,2,0,44508,4,34
1,6,4,24400,4,41
3,2,0,39322,4,39
3,2,1,16817,4,43
1,2,0,57270,4,39
1,5,2,41395,4,39
1,3,1,28550,4,39
1,2,0,61984,4,43
3,2,1,5257,4,41
1,4,2,24870,4,39
1,2,0,19660,4,39
1,3,0,55850,4,39
1,2,0,22426,4,37
2,3,0,71800,4,34
1,4,2,25592,4,39
1,2,0,60300,4,43
1,4,2,48224,4,39
1,2,0,11137,4,41
1,3,1,37138,4,40
1,4,2,128999,4,43
1,2,0,20688,4,39
3,3,1,2079,4,40
1,4,2,37042,4,39
2,3,2,31415,4,39
1,4,2,25826,4,39
1,5,3,43577,4,43
1,2,0,42938,4,44
1,2,0,21772,4,43
1,2,0,50260,4,43
1,4,2,39221,4,43
1,5,3,23300,4,44
1,3,1,65400,4,44
1,3,0,40850,4,43
1,5,3,54656,4,43
3,2,1,2500,4,43
1,2,0,27685,4,43
1,2,0,29015,4,39
1,2,0,102129,4,43
1,4,2,68288,4,43
1,2,0,27096,4,40
1,2,0,17066,4,39
1,3,0,22290,4,39
1,2,0,10836,4,46
1,4,2,59327,4,41
1,5,3,36131,4,40
1,2,0,71000,4,43
1,4,2,30602,4,41
1,2,0,39250,4,43
1,2,0,70858,4,46
1,5,2,50014,4,43
3,3,2,8400,4,40
1,3,1,32663,4,40
1,4,2,52404,4,40
1,4,2,10725,4,39
3,2,1,3538,4,39
1,4,2,20100,4,40
1,2,0,31300,4,39
1,2,0,41050,4,43
1,7,3,60456,4,42
1,5,3,32355,4,39
1,3,0,27184,4,39
1,3,0,29681,4,34
1,2,0,35950,4,40
1,2,0,7000,4,39
1,4,2,56304,4,40
1,6,3,51590,4,40
1,2,0,44454,4,39
1,4,2,51232,4,40
1,2,0,17825,4,39
1,4,2,39683,4,43
1,4,0,106800,4,39
1,2,0,24339,4,39
1,4,2,32300,4,40
1,4,2,33248,4,39
1,2,0,48000,4,39
1,2,0,31416,4,39
1,2,0,19864,4,39
1,2,0,24650,4,40
1,3,0,10613,4,40
1,2,0,58500,4,40
1,3,0,89996,4,40
1,2,0,17230,4,39
1,3,0,30269,4,34
1,4,2,19750,4,39
1,4,2,23882,4,39
1,2,0,83500,4,39
1,2,0,27576,4,40
1,2,0,14980,4,40
1,4,2,39200,4,39
1,3,0,53861,4,39
1,4,2,61970,4,43
1,4,2,44862,4,40
1,2,0,24302,4,38
1,7,5,44489,4,39
1,3,1,33003,4,39
1,5,2,49152,4,39
1,4,2,45460,4,43
1,2,0,66100,4,39
1,3,1,16600,4,39
2,3,0,48100,4,39
2,2,0,17500,4,39
1,3,0,44050,4,34
1,5,0,53303,4,39
3,3,2,15000,4,39
1,5,3,39625,4,39
1,2,0,19000,4,42
1,2,0,12882,4,40
1,3,1,60080,4,43
1,2,0,21570,4,34
1,3,0,88696,4,46
1,3,1,28500,4,36
1,4,2,10650,4,43
1,4,2,30680,4,43
1,2,0,32620,4,39
1,2,0,25365,4,36
1,2,0,47925,4,41
1,5,3,12223,4,39
3,3,1,17688,4,39
3,3,0,14941,4,34
3,3,2,14029,4,40
1,2,0,62689,4,43
1,2,0,25300,4,39
1,2,0,38900,4,39
1,2,0,33104,4,43
1,2,0,32070,4,39
1,2,0,26480,4,35
3,2,0,6520,4,39
1,2,0,26511,4,35
1,4,2,33000,4,40
1,3,0,74235,4,40
2,3,2,10350,4,39
3,2,1,1800,4,35
1,2,0,63200,4,43
1,2,0,10213,4,35
1,5,2,42598,4,43
1,2,0,17027,4,39
1,5,3,36300,4,39
1,4,2,33700,4,39
1,2,0,39300,4,39
1,4,1,35825,4,37
1,4,2,73730,4,43
1,3,0,25445,4,39
3,4,3,8432,4,41
1,4,2,34922,4,39
3,2,1,12000,4,39
3,2,1,7555,4,40
3,2,1,7100,4,42
3,4,3,40251,4,43
3,4,3,0,4,43
1,2,0,59350,4,43
1,4,1,9520,4,40
1,2,0,15204,4,43
3,2,1,22350,4,40
1,2,0,51215,4,39
1,2,0,38500,4,40
1,2,0,13772,4,39
1,2,0,16000,4,39
1,5,3,26731,4,39
1,5,3,20757,4,40
1,2,0,18500,4,43
1,3,0,69771,4,39
1,2,0,26953,4,42
1,2,0,41824,4,39
3,2,1,6832,4,40
3,3,0,19350,4,34
1,3,1,31600,4,39
1,2,0,36427,4,39
1,6,4,51800,4,40
1,2,0,20500,4,42
1,3,0,69836,4,40
2,5,2,5392,4,39
3,2,1,0,4,35
3,6,2,40129,4,40
3,2,1,15929,4,40
1,2,0,18200,4,43
1,4,2,47342,4,40
1,4,1,64759,4,43
1,2,0,58388,4,39
1,2,0,9114,4,39
1,2,0,9000,4,39
1,4,2,15097,4,40
1,4,1,161272,4,40
1,2,0,37006,4,39
1,4,2,47936,4,39
1,2,0,50700,4,34
1,2,0,8140,4,35
3,2,0,50200,4,39
1,2,0,46010,4,40
3,3,2,12512,4,36
3,2,1,930,4,40
3,5,3,9020,4,31
3,2,0,41014,4,39
1,2,0,20194,4,40
3,5,3,18809,4,41
3,2,1,16262,4,40
1,6,4,15020,4,36
1,2,0,42324,4,39
1,2,0,105000,4,45
1,5,3,25700,4,43
1,4,2,52350,4,40
3,5,4,5640,4,36
3,3,1,25783,4,41
1,2,0,50508,4,43
1,3,1,34608,4,39
2,2,1,19790,4,41
1,4,2,34510,4,45
1,2,0,19930,4,43
3,2,1,5673,4,35
1,5,3,42710,4,40
1,2,0,23709,4,34
1,5,3,18622,4,38
1,4,2,35700,4,44
1,4,2,36700,4,39
1,2,0,27380,4,40
1,2,0,28781,4,43
1,2,0,21700,4,39
1,5,3,29000,4,39
3,3,1,12173,4,39
2,2,0,45697,4,39
2,2,1,15000,4,40
1,2,0,38665,4,40
1,2,0,37256,4,43
1,3,1,56920,4,43
1,2,0,33064,4,40
3,5,3,30650,4,41
2,2,0,26751,4,39
3,6,2,15401,4,37
1,3,1,9408,4,34
3,2,1,10000,4,39
1,3,0,120,4,34
3,2,0,19320,4,40
2,2,1,13271,4,40
1,2,0,6250,4,39
1,4,2,44192,4,40
1,2,0,111801,4,39
1,3,0,48935,4,44
3,3,2,25548,4,41
1,2,0,25517,4,40
1,3,1,36540,4,41
3,2,1,13438,4,42
1,3,0,55408,4,40
1,4,2,26600,4,39
1,2,0,20916,4,34
1,3,1,26838,4,37
1,2,0,53000,4,40
1,2,0,8144,4,40
1,3,1,30100,4,43
1,2,0,49558,4,39
1,2,0,14387,4,35
1,2,0,24875,4,37
1,4,2,38770,4,40
1,3,1,8868,4,39
1,2,0,14200,4,41
1,3,1,29380,4,39
1,3,1,15542,4,38
1,2,0,84674,4,34
1,4,2,55020,4,44
1,3,1,41612,4,39
1,2,0,70500,4,39
3,3,2,35452,4,39
1,2,0,24785,4,34
1,2,0,59310,4,40
1,2,0,26563,4,40
3,3,2,12560,4,40
1,2,0,38090,4,42
1,2,0,21250,4,39
1,3,1,63892,4,43
1,4,2,27490,4,39
1,7,5,72001,4,44
1,3,1,15120,4,40
3,4,3,16750,4,40
1,3,0,70284,4,39
1,4,2,75428,4,43
1,2,0,108708,4,40
1,2,0,23175,4,46
3,2,1,10500,4,39
1,4,2,39000,4,43
1,2,0,36202,4,41
1,3,1,48400,4,43
1,4,2,57200,4,40
1,5,3,31050,4,40
1,3,1,8585,4,40
1,4,2,66050,4,40
1,5,3,36006,4,40
1,2,0,12268,4,39
3,3,0,12240,4,34
1,3,1,30661,4,39
1,4,2,51720,4,40
1,7,4,24946,4,39
1,2,0,27060,4,39
1,3,1,170537,4,40
1,2,0,77081,4,40
1,2,0,60555,4,36
1,5,3,15000,4,39
1,4,2,43317,4,39
1,3,0,106068,4,43
1,2,0,129299,4,45
1,2,0,5588,4,39
1,4,2,46452,4,43
3,3,2,13625,4,39
3,2,0,41000,4,40
1,5,3,73500,4,44
1,3,1,29883,4,39
3,3,2,4920,4,37
3,2,1,7884,4,40
3,2,1,11320,4,40
3,3,2,3732,4,39
1,5,3,14995,4,40
1,2,0,32088,4,39
1,2,0,13670,4,34
1,2,0,16026,4,43
1,2,0,20628,4,41
1,2,0,24140,4,37
1,3,1,64275,4,46
1,5,3,102445,4,43
1,2,0,17912,4,35
1,2,0,11059,4,34
1,3,1,36369,4,40
1,4,1,67646,4,40
1,4,2,24790,4,40
2,2,1,32150,4,39
2,2,0,73036,4,40
1,2,0,34315,4,39
3,2,0,36362,4,39
1,5,1,66299,4,39
3,3,2,27340,4,39
1,2,0,16608,4,34
3,6,5,48788,4,40
1,2,0,64187,4,43
1,4,2,76249,4,39
1,3,1,61874,4,40
1,4,2,27300,4,40
1,5,3,30800,4,39
1,4,1,16607,4,37
1,5,3,29550,4,43
1,6,4,23500,4,41
1,2,0,70020,4,40
1,4,1,42708,4,41
1,4,0,40760,4,43
1,4,2,35700,4,43
2,3,0,16427,4,34
1,4,2,71542,4,43
1,2,0,89942,4,46
1,2,0,6344,4,35
1,4,2,18300,4,39
1,3,1,39214,4,40
1,4,2,30479,4,39
1,6,1,73550,4,40
3,3,2,3450,4,41
1,2,0,20099,4,39
1,4,2,37025,4,41
1,5,3,54651,4,43
3,4,0,44516,4,39
1,2,0,62624,4,39
3,3,1,22830,4,40
1,5,1,53858,4,37
1,8,6,19692,4,35
3,2,0,14676,4,43
2,2,0,239699,4,34
1,2,0,16684,4,43
1,2,0,47070,4,39
1,2,0,27756,4,39
1,2,0,38108,4,34
2,2,0,34646,4,40
1,4,2,72000,4,43
1,4,2,21916,4,41
1,2,0,29566,4,44
3,2,0,20344,4,39
2,7,0,91664,4,39
1,5,3,34020,4,40
1,2,0,23656,4,40
2,3,2,3150,4,37
3,3,2,14499,4,41
3,4,3,8300,4,36
1,4,2,10500,4,39
1,2,0,26137,4,40
1,2,0,61628,4,40
1,4,2,26670,4,36
2,2,1,18682,4,43
1,3,1,22207,4,39
1,6,4,27160,4,41
1,6,4,35923,4,40
1,2,0,60138,4,43
3,2,0,23740,4,40
1,2,0,21400,4,34
3,4,2,19315,4,41
1,4,2,34204,4,43
1,4,2,47659,4,43
3,3,2,13436,4,40
1,2,0,78204,4,39
1,3,1,50400,4,39
1,4,2,59518,4,36
1,5,2,66039,4,40
1,2,0,113246,4,39
1,2,0,46253,4,43
1,4,2,47100,4,39
1,2,0,25126,4,39
3,2,0,27602,4,40
1,2,0,6900,4,39
1,2,0,67100,4,40
1,2,0,18050,4,42
1,2,0,153444,4,43
3,4,0,10186,4,39
1,2,0,35052,4,34
1,5,3,17000,4,40
1,5,3,18200,4,42
1,6,4,16600,4,39
3,5,4,15033,4,39
1,2,0,20020,4,34
1,2,0,16300,4,39
3,3,2,28015,4,42
3,5,0,7923,4,42
2,4,0,14200,4,34
3,2,1,0,4,35
1,4,2,38200,4,43
1,2,0,26219,4,36
1,4,1,53079,4,43
3,5,0,65491,4,39
2,3,2,27500,4,37
1,6,3,80606,4,43
1,2,0,42145,4,44
1,2,0,66912,4,39
3,2,0,23232,4,40
1,4,2,65452,4,41
3,4,0,21200,4,38
1,6,3,42900,4,40
3,3,2,17847,4,39
1,3,1,50750,4,40
1,4,0,75900,4,44
1,2,0,25567,4,39
2,2,0,17024,4,40
1,2,0,31450,4,43
1,4,2,57484,4,44
1,5,3,27000,4,41
1,2,0,22983,4,40
1,2,0,14484,4,37
1,3,0,14630,4,39
1,2,0,12412,4,43
1,3,0,49164,4,40
1,4,0,63367,4,44
1,3,1,42438,4,43
1,4,2,43652,4,39
3,2,0,26682,4,39
1,3,1,15632,4,34
1,3,0,3600,4,40
1,3,1,13703,4,39
3,2,0,13929,4,33
1,3,0,20701,4,40
1,6,3,19614,4,39
1,2,0,8378,4,34
3,2,1,400,4,39
1,3,1,75100,4,43
3,4,3,23475,4,40
3,3,1,18370,4,40
1,2,0,39994,4,40
3,6,4,8184,4,37
3,2,1,2424,4,35
1,2,0,60505,4,43
1,5,3,98,4,39
1,4,2,26000,4,41
1,4,2,42400,4,43
1,2,0,8700,4,40
1,3,1,14477,4,40
1,4,2,19269,4,39
1,5,3,20075,4,41
1,4,1,38019,4,40
1,4,2,37118,4,39
1,3,1,54326,4,40
3,2,0,32654,4,34
1,3,0,76167,4,39
1,3,1,30100,4,39
2,5,3,57568,4,39
1,2,0,48280,4,44
3,2,1,31840,4,40
1,2,0,104214,4,44
1,2,0,165866,4,40
1,2,0,27284,4,43
1,2,0,37068,4,39
1,2,0,39482,4,34
1,2,0,34756,4,36
1,2,0,25400,4,34
1,4,2,32109,4,35
1,2,0,13663,4,34
1,3,1,18970,4,39
1,2,0,43000,4,39
1,4,2,15000,4,41
1,2,0,44243,4,40
2,2,1,20884,4,39
2,2,1,5625,4,39
2,3,2,5000,4,39
1,5,3,26061,4,39
1,6,4,58076,4,39
1,2,0,42027,4,39
1,2,0,17987,4,34
1,4,1,43268,4,40
1,2,0,40031,4,38
1,2,0,52600,4,39
1,2,0,46704,4,39
3,5,4,10355,4,40
1,4,2,40865,4,40
1,2,0,29016,4,36
1,2,0,5989,4,35
1,2,0,45156,4,40
1,2,0,47000,4,40
1,2,0,38350,4,43
1,2,0,53000,4,39
1,3,1,19210,4,41
1,4,2,24193,4,40
1,2,0,55000,4,39
1,5,3,37484,4,44
1,2,0,53557,4,40
1,2,0,6103,4,39
1,2,0,47109,4,39
1,4,2,49331,4,39
1,4,2,35450,4,39
1,5,3,79401,4,43
3,2,1,14536,4,40
1,3,1,72500,4,44
1,2,0,42200,4,40
1,3,1,39060,4,43
1,2,0,38528,4,41
2,2,0,20510,4,40
1,2,0,27904,4,34
1,2,0,40506,4,40
1,5,3,27180,4,39
1,2,0,75000,4,44
3,3,1,24300,4,39
1,4,2,48600,4,39
1,2,0,20500,4,40
1,4,2,50452,4,44
1,5,3,13200,4,42
2,2,0,41618,4,34
1,2,0,101600,4,39
1,3,0,75785,4,44
1,3,1,23000,4,39
1,4,2,66120,4,43
1,5,3,52020,4,43
1,5,0,30053,4,40
3,3,2,7602,4,43
1,4,2,56562,4,41
1,2,0,65750,4,43
1,2,0,54411,4,43
1,2,0,50000,4,39
2,2,0,34554,4,40
1,6,0,87648,4,40
1,4,2,25000,4,39
1,2,0,32000,4,39
1,2,0,39000,4,40
1,4,1,26300,4,40
1,3,0,20998,4,43
1,4,1,76330,4,43
1,2,0,73894,4,43
1,3,0,102600,4,44
1,2,0,27100,4,43
2,2,1,25315,4,39
3,4,3,28384,4,36
1,2,0,12032,4,43
3,2,1,9248,4,36
1,3,1,33136,4,39
1,2,0,37894,4,40
3,2,1,8550,4,35
1,3,1,28975,4,43
1,2,0,19034,4,33
2,3,2,14100,4,40
1,5,3,46776,4,40
3,3,2,26000,4,39
1,4,2,19790,4,40
3,3,2,69114,4,43
1,2,0,12920,4,39
1,2,0,33500,4,37
1,4,1,91456,4,43
1,2,0,19000,4,39
1,2,0,4000,4,39
1,4,2,73424,4,40
1,3,1,62200,4,40
1,2,0,32007,4,39
1,3,1,117593,4,39
1,6,4,47800,4,41
1,2,0,17568,4,33
1,4,0,71588,4,45
1,2,0,31944,4,39
1,4,2,57231,4,43
1,2,0,37078,4,43
3,2,1,11900,4,39
1,2,0,76118,4,39
1,2,0,40448,4,39
1,2,0,31145,4,40
1,4,2,10000,4,39
2,2,0,39291,4,40
1,2,0,37000,4,40
1,4,2,28710,4,43
1,3,1,45160,4,43
1,2,0,69000,4,43
3,3,2,16000,4,39
1,4,2,67534,4,42
1,4,2,45000,4,41
1,4,2,60600,4,42
1,5,3,31615,4,40
1,4,2,29100,4,44
1,5,3,25104,4,40
1,5,2,59198,4,43
1,4,2,39090,4,39
1,2,0,315040,4,42
1,2,0,200885,4,43
1,2,0,41559,4,45
1,4,2,37202,4,39
1,5,3,48100,4,43
1,2,0,32792,4,35
1,2,0,25399,4,39
1,2,0,53300,4,40
1,4,2,73280,4,43
1,2,0,92186,4,43
1,5,1,98940,4,43
1,3,1,97300,4,43
1,5,2,36556,4,43
1,5,3,86500,4,43
1,3,0,85336,4,41
3,4,0,20500,4,39
3,2,1,13500,4,39
1,4,2,50000,4,40
1,4,2,39090,4,40
1,4,2,102199,4,43
1,2,0,35181,4,44
1,4,2,63800,4,43
1,2,0,74124,4,43
1,3,1,27139,4,40
1,6,4,43220,4,43
2,2,1,44200,4,40
1,2,0,29608,4,34
1,5,2,52356,4,44
1,3,1,31960,4,40
1,2,0,30600,4,39
1,2,0,27214,4,40
1,4,2,7950,4,40
3,4,2,6059,4,40
3,2,1,8708,4,37
1,2,0,36000,4,39
1,2,0,29200,4,40
1,7,5,13800,4,39
1,4,2,50000,4,39
1,4,2,30000,4,39
3,3,2,12080,4,40
3,3,2,9948,4,35
2,2,1,35200,4,39
2,2,0,29056,4,39
1,4,2,136001,4,45
3,3,0,52200,4,40
1,5,3,72590,4,43
3,4,0,55650,4,44
1,3,1,17550,4,43
1,3,1,36345,4,40
1,2,0,27078,4,41
1,4,0,32331,4,40
3,2,1,2300,4,39
1,3,1,37400,4,41
1,4,2,16213,4,41
1,7,5,63900,4,43
1,4,2,26390,4,43
2,2,0,36200,4,36
1,2,0,67460,4,43
2,2,1,63800,4,43
3,2,1,6532,4,39
3,2,0,38151,4,40
1,2,0,49170,4,39
1,2,0,19254,4,35
1,3,1,15710,4,40
1,4,2,50226,4,43
1,2,0,18516,4,34
3,2,0,9080,4,38
1,4,1,53476,4,32
3,4,2,12018,4,34
1,4,1,38100,4,39
1,2,0,22600,4,36
1,2,0,18441,4,39
1,5,3,12000,4,40
3,2,1,14120,4,40
3,2,0,25571,4,39
1,5,3,21151,4,44
1,3,1,28500,4,40
1,4,2,17020,4,39
1,2,0,17801,4,34
3,3,2,30088,4,40
1,2,0,33200,4,40
1,2,0,72972,4,39
1,4,1,130537,4,43
1,2,0,35000,4,41
1,2,0,69000,4,39
1,3,0,66363,4,39
1,2,0,94624,4,39
1,3,1,45378,4,40
1,2,0,52480,4,40
1,2,0,35406,4,34
1,4,1,49804,4,40
1,5,3,38060,4,41
1,6,4,27832,4,37
1,5,2,102280,4,44
1,4,2,79296,4,44
1,5,3,51135,4,39
1,4,2,60000,4,44
1,8,6,80500,4,43
1,2,0,20800,4,40
1,3,0,35475,4,40
1,2,0,46674,4,43
1,7,5,22000,4,32
1,4,1,14300,4,34
3,2,1,300,4,35
1,4,2,102400,4,40
1,4,2,9200,4,36
1,2,0,31600,4,46
1,4,2,10404,4,43
1,6,4,34244,4,39
1,2,0,23594,4,39
1,4,2,92899,4,45
1,2,0,74200,4,40
1,2,0,22814,4,40
1,7,5,10465,4,40
1,4,1,29120,4,40
1,2,0,57225,4,39
1,2,0,18800,4,39
2,2,0,9300,4,38
1,2,0,45000,4,40
1,2,0,55285,4,39
1,2,0,73247,4,40
3,9,8,500,4,44
3,2,0,11890,4,36
1,5,3,13449,4,36
1,2,0,26032,4,34
1,2,0,30804,4,39
1,5,3,38900,4,42
3,3,2,27112,4,35
1,6,4,9995,4,40
2,3,2,18012,4,39
1,2,0,48500,4,44
1,2,0,4892,4,40
1,3,1,33000,4,40
3,3,2,3212,4,36
1,2,0,31951,4,39
1,4,2,24641,4,37
1,5,0,30500,4,39
3,2,1,0,4,36
2,2,1,3000,4,39
1,2,0,27300,4,39
1,3,1,45100,4,40
1,6,4,69268,4,43
1,4,2,87200,4,40
1,2,0,9500,4,31
1,2,0,12991,4,37
1,3,1,33239,4,39
1,3,1,33700,4,43
1,4,2,8820,4,34
1,3,1,21000,4,35
1,4,2,25930,4,39
1,2,0,35336,4,43
1,2,0,21373,4,34
1,5,3,15500,4,40
1,4,0,57360,4,39
3,2,1,23697,4,43
1,4,2,46600,4,39
1,2,0,21350,4,39
1,2,0,43005,4,44
3,2,1,13202,4,39
1,7,5,16159,4,40
1,2,0,32038,4,39
1,4,2,15394,4,39
1,4,2,21174,4,40
1,2,0,13241,4,36
1,2,0,78499,4,41
1,4,0,50530,4,40
3,3,2,7000,4,39
1,3,0,18098,4,32
1,5,0,35000,4,42
1,3,1,10000,4,41
1,3,0,76639,4,39
1,5,3,67841,4,44
1,4,2,74000,4,40
3,3,2,17370,4,41
1,5,3,35505,4,40
1,2,0,56456,4,40
1,4,2,48760,4,39
1,5,3,46874,4,39
1,2,0,77910,4,43
1,5,3,29664,4,38
1,2,0,20823,4,32
1,2,0,10134,4,39
1,4,2,49060,4,40
1,3,1,18003,4,39
1,5,3,22000,4,36
1,5,3,44000,4,39
3,3,2,20000,4,39
3,3,1,15400,4,40
1,2,0,88000,4,36
1,3,0,99217,4,42
1,2,0,22000,4,43
1,5,3,28010,4,40
1,5,3,14150,4,40
1,2,0,29604,4,41
1,2,0,37595,4,40
1,2,0,15160,4,34
1,2,0,20000,4,36
1,9,5,45380,4,40
1,8,4,32390,4,40
1,2,0,55730,4,39
1,2,0,19200,4,34
1,2,0,14976,4,34
1,5,3,34005,4,40
1,3,0,40700,4,40
1,3,1,43600,4,39
3,2,1,38000,4,42
1,5,3,27100,4,40
1,4,2,34462,4,39
1,4,2,40300,4,41
1,2,0,15606,4,39
1,5,3,24874,4,40
1,2,0,33322,4,43
1,2,0,32010,4,39
3,2,1,17050,4,39
1,4,2,35520,4,40
1,2,0,54100,4,39
1,2,0,17459,4,39
1,4,1,41500,4,39
1,6,4,97000,4,45
1,2,0,63080,4,41
1,5,2,28496,4,39
1,2,0,37240,4,40
1,2,0,22403,4,40
1,2,0,31692,4,43
1,2,0,31484,4,34
3,2,0,18700,4,41
1,2,0,66727,4,43
1,5,3,43850,4,39
1,2,0,54339,4,43
1,3,0,29197,4,37
1,2,0,56457,4,43
1,4,2,65348,4,40
3,4,3,46637,4,43
1,2,0,44400,4,39
1,4,1,63532,4,44
3,2,0,43346,4,41
1,4,2,50800,4,40
3,3,2,42935,4,42
1,4,2,24011,4,40
1,2,0,21053,4,39
1,2,0,14600,4,35
1,3,0,40198,4,43
1,2,0,10520,4,37
1,5,3,18288,4,37
1,3,1,10300,4,39
3,2,1,7794,4,35
1,2,0,35340,4,40
1,2,0,14544,4,36
1,3,1,30200,4,44
1,4,2,35930,4,43
1,6,4,58000,4,39
2,2,0,57450,4,40
1,4,2,28360,4,45
1,4,1,34100,4,40
1,2,0,20076,4,45
1,3,1,49100,4,41
1,3,0,34703,4,31
1,3,0,46277,4,39
1,2,0,27752,4,39
1,2,0,36000,4,41
1,7,5,18080,4,40
3,2,1,3048,4,39
1,5,3,43200,4,39
1,2,0,14680,4,39
1,4,2,40135,4,44
1,4,1,44761,4,39
1,2,0,13963,4,43
1,4,2,19402,4,39
2,3,2,39088,4,40
1,5,3,46508,4,39
1,4,2,16600,4,40
1,2,0,25600,4,40
1,6,4,45424,4,43
1,3,1,7733,4,40
1,5,1,14499,4,40
1,2,0,33350,4,36
1,2,0,58933,4,40
1,2,0,89426,4,43
1,2,0,63400,4,44
1,2,0,50700,4,32
1,2,0,54850,4,43
1,3,1,58136,4,43
1,5,3,50100,4,40
1,2,0,14154,4,39
1,4,0,52455,4,40
1,3,1,36475,4,39
1,4,0,17988,4,39
3,3,2,3954,4,35
1,4,2,51654,4,40
2,2,1,21250,4,43
1,4,2,57281,4,43
3,2,1,28400,4,39
1,3,1,5745,4,39
1,4,2,27950,4,41
1,3,1,27800,4,41
1,2,0,19041,4,34
3,3,2,11000,4,39
3,4,0,3000,4,41
3,2,1,2100,4,39
1,4,0,44600,4,40
1,4,2,25047,4,39
2,2,1,15000,4,39
3,2,1,8900,4,39
1,2,0,33000,4,40
1,3,0,39100,4,40
1,2,0,19123,4,34
1,2,0,124400,4,45
3,2,1,5448,4,39
1,2,0,125099,4,46
1,8,5,50635,4,40
1,2,0,25801,4,40
3,2,0,80500,4,40
1,5,1,31000,4,39
